"paper_id"|"journal_issue"|"type"|"title"
208564|20131|Olgu Sunumu|Acute Eosinophilic Pneumonia with Respiratory Failure Induced by  Synthetic Cannabinoid Inhalation
38459|1337|Olgu Sunumu|Isolated polydactyly: Case report
22323|3284|Olgu Sunumu|Uzun süreli mekanik ventilasyon uygulaması nedeniyle gelişen trakeo-özofajial fistüller (Olgu sunumu)
52824|3032|Olgu Sunumu|Lafora body disease: Clinical, electrophysiological and histopathological findings
253081|3134|Olgu Sunumu|A late-diagnosed phenylketonuria case presenting with autism  spectrum disorder in early childhood
232096|22166|Derleme|Gene Expression Profiling in Breast Cancer and Its  Effect on Therapy Selection in Early-Stage Breast  Cancer
238703|16249|Olgu Sunumu|Mucoepidermoid Carcinoma in Carcinosarcoma of the  Lung - A Rare Combination
259981|21998|Olgu Sunumu|Incidentally Detected Gastric Foregut Duplication Cyst: A Case Report
272429|5001|Olgu Sunumu|Humeral Diaphysis Fracture in a Neonate After Vaginal Delivery
258472|20561|Olgu Sunumu|"A Forgotten reason of dysphagia ""Forestier syndrome"""
204811|2696|Olgu Sunumu|A Rare Case in Turkey: Pulmonary Histoplasmosis
85210|4965|Derleme|Vezikoüreterik reflüde endoskopik subüreteral enjeksiyon
46014|4922|Olgu Sunumu|Detection of dapsone resistant Mycobacterium leprae by DNA sequence analysis from a Turkish relapsed leprosy patient
107535|206|Olgu Sunumu|Swyer-James syndrome or destroyed lung?/Coronary artery bypass in a patient with Swyer-James syndrome due to pulmonary tuberculosis
304635|44789|Derleme|‫‫ناين‬ ‫م‬ ْ ‫الس‬ ّ ‫الدولة‬ ‫عالء‬ ‫للشيخ‬ »‫املارد‬ ‫شبهة‬ ‫الطارد‬ ‫الشارد‬ ‫«الوارد‬ ‫حتقيق‬
259504|23087|Olgu Sunumu|Treatment of a neglected case of rhinophyma: A case report
227630|23048|Olgu Sunumu|Persistent Müllerian Duct Syndrome with Transverse Testicular  Ectopia: A Novel Anti-Müllerian Hormone Receptor Mutation
282584|22726|Olgu Sunumu|Sarcoidosis Presenting as Acute on Chronic Liver Failure-Report of the First Case
201238|37787|Olgu Sunumu|Incidental biliary cystadenoma mimicking liver metastasis  in a gastric cancer patient
256702|94|Olgu Sunumu|Congenital extensor tendon dislocation causing pseudotriggering of the little finger
46019|4922|Olgu Sunumu|A rare odontogenic tumor; calcifying epithelial odontogenic tumor (Pindborg tumor)
189756|23667|Olgu Sunumu|Amputation for upper extremity ischemia following shoulder dislocation: case report and a review of literature
199208|2902|Olgu Sunumu|Two cases with Plummer-Vinson syndrome in the 21st century
230327|21994|Olgu Sunumu|Endovascular Treatment of a Blunt Trauma which Caused Massive Perineoscrotal Haematoma in a Child
168031|20120|Derleme|Neoadjuvant radiotherapy/chemoradiotherapy in locally advanced non-small cell lung cancer 
77712|6853|Derleme|Fisheries management in the Black Sea countries
52658|3034|Derleme|Megadose methylprednisolone for childhood idiopathic trombocytopenic purpura (ITP)
264286|22725|Olgu Sunumu|Isolated unilateral hypoglossal nerve paralysis: a case report
64042|8000|Derleme|An alternative model to Fisher and linear programming approaches in two-group classification problem: Minimizing deviations from the group median
39750|174|Olgu Sunumu|Atriyoventriküler nodal reentran taşikardiye sahip hipertrofik kardiyomiyopatili bir olguda ablasyon ve takılabilir kardiyoverter defibrilatör uygulaması
206732|23966|Olgu Sunumu|Therapy resistant idiopathic scleredema: an underlying  pathology not always present
203358|20901|Olgu Sunumu|Severe Carpal Tunnel Syndrome Caused by Gouty Tophi Diagnosed by Dual Energy Computed Tomography: A Case Report
212694|22712|Olgu Sunumu|A race against time in lethal aluminum phosphide intoxication:  a case report
244462|9048|Olgu Sunumu|The reactions of N33P33Cl66 with monodentate and bidentate ligands: the syntheses and structural characterizations, in vitro antimicrobial activities, and DNA interactions of 4-fluorobenzyl(N/O)spirocyclotriphosphazenes
206339|14561|Olgu Sunumu|A Rare Case in the Emergency Department:Holmes-Adie Syndrome
219630|22495|Olgu Sunumu|Unusual origin of three headed biceps brachii muscle
50114|180|Olgu Sunumu|Non-cardiac TI-201 uptake on myocardial perfusion SPECT study
44726|1342|Olgu Sunumu|A case of Wolf-Hirschhorn Syndrome prenatal diagnosed
147743|7017|Olgu Sunumu|Oral abscess associated with cranial tooth loss in green iguana (Iguana iguana)
111232|1643|Derleme|İmmünolojide temel kavramlar
244087|24031|Olgu Sunumu|Treatment of Midline Deviation with Miniscrews:  A Case Report
58688|1345|Olgu Sunumu|Spectroscopy analysis of uterine leiomyomas before and after treatment with GnRH-a
173991|20896|Olgu Sunumu|Immunoglobulin G4-Related Disease in the Head and Neck:  Two Case Reports and Literature Review
212686|22712|Olgu Sunumu|Can hepatocellular carcinoma cause complex regional pain syndrome?
223451|23224|Olgu Sunumu|A Misdiagnosed Patient with Recurrent Abdominal Pain: Nutcracker Syndrome
20767|1376|Olgu Sunumu|Akciğerin atipik karsinoid tümörleri
189758|23667|Olgu Sunumu|Adult unilateral duplex system ureterocele with multiple calculi 
111272|207|Olgu Sunumu|Acute rheumatic carditis associated with Schoenlein-Henoch vasculitis
282597|22726|Olgu Sunumu|Successful Mitral Valve Replacement in Patient with Severe Hemolytic Anemia Due to Tight Mitral Stenosis
45531|4919|Olgu Sunumu|Leptospirosis presented with pericardial effusion, pleurisy and ascites: Case report
38482|1337|Olgu Sunumu|A choriocarcinoma case with an isolated brain metastasis
253080|3134|Olgu Sunumu|Accidental cisplatin overdose in a child: Successful management  with repetitive plasmapheresis and use of chemoprotective  agents
212675|22712|Olgu Sunumu|"Low Dose Spinal Anaesthesia for a Pediatric Patient with Takayasu's
Artheritis Undergoing Orthopaedic Surgery: a case Report"
243254|22354|Olgu Sunumu|Foreign body in the stomach: Dentures
222889|3175|Olgu Sunumu|Surgical Resection of Idiopathic Distal Anterior Choroidal  Artery Aneurysm Assisted by Frameless Stereotactic System  Guidance: Case Report and Literature Review
123891|16093|Olgu Sunumu|Spinal hydatidosis. Report of a case treated by three level corpectomy, anterior and posterior instrumentation
56478|11952|Olgu Sunumu|Melih Cevdet Anday'ın Müfettişler ve Ionesco'nun Sandalyeler (Les Chaises) Adlı Oyunlarında İnsan İlişkileri
270502|14902|Olgu Sunumu|Distribution of Cancer Cases Between January 01, 2014 and December 30, 2016 in Çorum City, Turkey
3148|11788|Derleme|Avrupa Güvenliğinde Son Gelişmeler ve Türkiye: Güvenlik ve Savunma Endişeleri Açısından Türkiye'nin AB Üyeliğinin Önemi
44782|1342|Olgu Sunumu|A case report: Synchronous primary mucinous adenocarcinoma of the appendix and primary adenocarcinoma of the endometrium
270028|22168|Derleme|Managing Male Mammary Maladies
221280|2900|Olgu Sunumu|An easy method for diagnosing macro-aspartate aminotransferase:  A case series
23390|4474|Olgu Sunumu|Gizli intestinal kanama nedeni olan ince barsak malign melanomasi: Olgu sunumu
219642|22496|Derleme|A general evaluation of the problems of  anatomy education in Turkey
240454|3130|Olgu Sunumu|Occurrence of Wilms' tumor in a child with hereditary  spherocytosis
53384|5012|Derleme|Turner sendromunda tanı ve tedavi
243252|22354|Olgu Sunumu|Intussusception of the bowel in adults: two different cases
58689|1345|Olgu Sunumu|Torsion of pedunculated myoma uteri complicating pregnancy
89615|2941|Olgu Sunumu|A rare presentation of multiple myeloma: Tc-99m MIBI SPECT imaging of orbital involvement
270556|21367|Olgu Sunumu|Successful treatment of abdominal aorto-right atrial fistula by vascular plug: A previously unreported cardiac malformation
165046|33893|Olgu Sunumu|Unusual drainage of the main kidney on accessory kidney
168064|20120|Olgu Sunumu|Aberrant carotid artery in the middle ear 
63734|184|Olgu Sunumu|Ebstein anomalisi ile aort koarktasyonu birlikteliği ve neonatal balon anjiyoplasti
144615|7014|Olgu Sunumu|Use of a gracilis myocutaneous flap for reconstruction of a perineal defect in a dog: Case report
60005|4029|Olgu Sunumu|Tartışmalı olgu
49565|696|Olgu Sunumu|Yeni bir damar oluşumu şeklinde gelişmiş arterio-venöz fistül
162369|33991|Derleme|Approach to Patients with Syncope in Emergeny Department - An Evidence-Based Review
221207|20133|Olgu Sunumu|Codeine-Induced Syndrome of Inappropriate Antidiuretic Hormone: Case Report
238704|16249|Olgu Sunumu|Ovarian Yolk Sac Tumor with Granulomatous Reaction  Resembling Tuberculosis: A Unique Presentation
154540|13556|Olgu Sunumu|A diagnostic dilemma of acute abdomen in pregnancy: Leiomyoma of the small intestine
230424|22714|Olgu Sunumu|Seizure Due To Hypocalcemia Caused by Late Onset Hypoparathyroism after Thyroid Surgery
81149|1391|Olgu Sunumu|Nadir karyotipli oligoastenozoospermi
241189|3132|Olgu Sunumu|"Peutz-Jeghers syndrome: an unusual cause of recurrent
intussusception in a 7-year-old boy"
53893|3036|Olgu Sunumu|Difficulties and failure of laryngeal mask insertion in a patient with ankylosing spondylitis
189807|23668|Olgu Sunumu|Popliteal artery injury due to blunt trauma: delayed diagnosis and treatment
193524|79|Olgu Sunumu|Mosaicplasty for the treatment of osteochondritis  dissecans following Legg-Calvé-Perthes disease:  a case report and literature review
244262|8522|Derleme|"Cihan Tuğal, The Fall of the Turkish Model: How the Arab Uprisings Brought
Down Islamic Liberalism"
212645|22711|Olgu Sunumu|An adjuvant therapy in cervical necrotising fasciitis: hyperbaric oxygen treatment
56829|1384|Olgu Sunumu|Safra kesesi ampiyemi ile seyreden akut bruselloz olgusu
248696|21997|Olgu Sunumu|Acute Cholecystitis and Acute Pancreatitis  related to Hemobilia after Percutaneous Liver  Biopsy
239845|3128|Olgu Sunumu|Congenital malaria: Importance of diagnosis and treatment in pregnancy
223686|23961|Olgu Sunumu|Spontaneous patellar tendon rupture in a case followed  up for diagnosis of systemic lupus erythematosus
192493|23540|Olgu Sunumu|Treatment of chylothorax developed after congenital heart disease surgery: a case report
269291|24146|Derleme|ANTIMICROBIALS USED IN ACTIVE PACKAGING FILMS
168172|20121|Olgu Sunumu|Tracheal metastasis from rectal cancer: a case report and review of the literature In 
202505|1366|Olgu Sunumu|Ruptured Endometriotic Cyst Mimicking Acute Appendicitis During Pregnancy
207326|3169|Olgu Sunumu|Occult Pulsatile Tinnitus in Association with a Prominent Vein  of Hypoglossal Canal: Two Case Reports
165891|7021|Olgu Sunumu|A disseminated cutaneous plasmacytoma case in a dog
150379|1488|Olgu Sunumu|Presence of an articulating condylus tertius on the basilar part of the occipital bone- A rare anatomical abnormality
197402|23080|Olgu Sunumu|Pyoderma gangrenosum localized on the breast
72353|190|Olgu Sunumu|Coronary bypass surgery in essential thrombocytemia 
43884|12900|Derleme|"1960'tan 1970'e Oyun Yazarlığımızın Genel Görünümü"
70755|188|Olgu Sunumu|A patient with Turner’s syndrome associated with unexplained left ventricular hypertrophy, severe left ventricular systolic  dysfunction, atrial septal defect and pericardial effusion 
85894|1394|Derleme|Premenstrual Sendrom
44607|3025|Olgu Sunumu|Thyroid hemiagenesis in a patient with hypothyroidism
250216|16114|Derleme|CLASSIFICATION OF METASTATIC SPINAL TUMORS
203543|23068|Olgu Sunumu|Fibroepithelial polyp of the glans penis in two children, a rare cause  of penile mass: A case report
170534|13566|Derleme|Multiple sclerosis; A disease of reproductive-aged women and the dilemma involving contraceptive methods
50747|1343|Olgu Sunumu|Jejunal atresia, prenatally detected in a fetus and postnatal management: A case report 
208565|20131|Olgu Sunumu|An Unusual Neck Mass: Ingested Chicken Bone
219644|22496|Olgu Sunumu|An additional tendon of the extensor  digitorum brevis muscle of the foot:  is there an accessory muscle?
197591|23082|Olgu Sunumu|Swirl sign on computerized tomography for hyperacute phase of spontaneous subdural  hematoma: Case a report
258553|20562|Olgu Sunumu|A rare case from a young surgeon: Dermofibrosarcoma protuberans
75057|191|Olgu Sunumu|Recanalization of occluded modified Blalock-Taussig shunt with balloon angioplasty and intraarterial streptokinase 
269665|24317|Derleme|Plants Used in Anatolian Traditional Medicine for the Treatment of Hemorrhoid
264048|23754|Olgu Sunumu|The effect of chlorpromazine on body temperature; three intensive care unit cases and a single outcome
267498|7411|Olgu Sunumu|A young woman with multiple intra cardiac mass,  systemic symptoms and stroke
71723|13661|Olgu Sunumu|Plummer-vinson sendromu
64260|185|Olgu Sunumu|Nonionic contrast media induced sialadenitis following coronary angiography
227653|22710|Olgu Sunumu|Hoffmann’s Syndrome associated with Autoimmune Hypothyroidism: a Case Report
52919|3032|Olgu Sunumu|Acute motor axonal neuropathy developing during Helicobacter pylori infection
70804|189|Olgu Sunumu|Spontan koroner arter disseksiyonu 
218562|22618|Derleme|USE OF NATURAL PRESERVATIVES IN SEAFOOD: PLANT EXTRACTS, EDIBLE FILM AND COATING
241364|12125|Derleme|Theta burst stimulation a new paradigm of non-invasive brain stimulation for post-stroke upper limb motor rehabilitation
64460|4031|Olgu Sunumu|Tartışmalı olgu
38473|1337|Olgu Sunumu|Peripartum cardiomyopathy presenting as a pulmonary edema at emergency cesarean section
258475|20561|Olgu Sunumu|Avascular necrosis of the femoral head in sickle cell disease
220740|23272|Olgu Sunumu|Nissen fundoplikasyonundan yıllar sonra fundusta divertikül gelişmesi: Geç  komplikasyon mu? Eşlik eden durum mu?
227661|22710|Olgu Sunumu|Isolated CA 19-9 elevation as preceding finding of colorectal carcinoma
280976|3136|Olgu Sunumu|A Turkish BCS1L mutation causes GRACILE-like disorder
240131|23051|Olgu Sunumu|"A Novel c.554+5C>T Mutation in the DUOXA2 Gene Combined
with p.R885Q Mutation in the DUOX2 Gene Causing
Congenital Hypothyroidism"
208472|1826|Olgu Sunumu|Acute unilateral myopia induced by add-on aripiprazole: A case report
121729|7006|Olgu Sunumu|Congenital cardiac defect in a pygmy goat (Capra hircus)
147317|224|Olgu Sunumu|Transcatheter antegrade perforation  and covered stent implantation to  subatretic coarctation
278342|16254|Olgu Sunumu|Tumorous Conditions of the Hand: A Retrospective Review of 402 Cases
219626|22495|Derleme|Anatomy of stem cells
170901|34272|Olgu Sunumu|A Rare adverse event induced by theophylline: Epilepsy 
123512|7007|Olgu Sunumu|Equine grass sickness in Cyprus: a case report
197573|20127|Olgu Sunumu|Cochlear Implantation in Neurobrucellosis
219102|23084|Olgu Sunumu|Diffuse large B-cell lymphoma of the urinary bladder with synchronous rectum  invasion: A rare case report
200463|84|Olgu Sunumu|A novel biological reconstruction of tibial bone defects arising after resection of tumors
246613|23228|Derleme|Accidental Poisoning in Young Children: an Emergency Medicine  Perspective for Pakistan and Other Low-and Middle-Income Countries  and a Call for Action
143990|220|Olgu Sunumu|Ailesel arteriyel tortuosite sendromu
260997|22721|Olgu Sunumu|Radiological and Pathological Findings in a Case of Large Left Adrenal Myelolipoma
228591|22715|Olgu Sunumu|A Clue Finding for to Detect the Localization of Pellet in Elbow Arthroscopy
230836|22713|Olgu Sunumu|Curative Result with Primary Medical Therapy in an Elderly Acromegaly  Patient
217874|21352|Olgu Sunumu|Ticagrelor-associated thrombotic  thrombocytopenic purpura
23419|4476|Olgu Sunumu|Tension pneumopericardium in chest trauma with Gunshot wound
219098|23084|Olgu Sunumu|Case of Crohn's disease presenting with pemphigus vulgaris: A case report
240784|3131|Olgu Sunumu|Panton-Valentine leukocidin positive Staphylococcus aureus infection in childhood: a case report
236463|22167|Olgu Sunumu|Intraparenchymal Leiomyoma of the Breast: A Rare Location for an Infrequent Tumor
226015|90|Olgu Sunumu|Occult external iliac vein injury after anterior dislocation of the sacroiliac joint in adult patient
72373|190|Olgu Sunumu|Aortik pozisyondaki on altı yıllık bir homogreftin intraoperatif görüntüsü
230831|22713|Olgu Sunumu|Graft Choice and Timing of Coronary Bypass Surgery in Patients with  Vasculitis Syndromes: Two Cases Report
304627|42093|Derleme|Küleynî’nin el-Kâfî’sinde Ravza Bölümü ve Etrafındaki Tartışmalar
238692|20413|Olgu Sunumu|Prosthetic treatment in dentinogenesis  imperfecta type II: a case report
80209|4964|Derleme|Lokalize prostat kanserinde aktif izlem politikasının yarar ve zararları
264259|22725|Olgu Sunumu|Successful management of zinc phosphide poisoning: possible benefit of virgin olive oil
170883|33683|Olgu Sunumu|Kikuchi-fujimoto disease in a patient with mediastinal lymphadenopathy  
161509|9025|Olgu Sunumu|Synthesis, characterization, and DFT calculation of a Pd(II) Schiff base complex
72496|1390|Olgu Sunumu|Larsen sendromlu hastada entübasyon güçlüğü 
92764|2942|Olgu Sunumu|Severe bone marrow aplasia and Coombs-positive autoimmune hemolytic anemia in microfilariasis - coincidental or causal?
218593|22492|Olgu Sunumu|Absence of the celiac trunk in a rectal cancer patient: case report
197570|20126|Olgu Sunumu|Utero-cutaneous Fistula after Multiple Abdominal Myomectomies:  A Case Report
145292|223|Olgu Sunumu|Management of acute ischemic stroke occurred during thrombolytic treatment of a patient with prosthetic mitral valve thrombosis: Continuing thrombolysis on top of thrombolysis
71718|2933|Olgu Sunumu|Good tolerance of high dose cytosine arabinoside and methotrexate after severe myelosuppression secondary to intrathecal administration of the same agents                              
155603|231|Olgu Sunumu|Severe tricuspid regurgitation after blunt chest trauma due to chordal rupture: A rare complication
205081|21992|Olgu Sunumu|Zygomatic Abscess with Temporomandibular  Joint Effusion Complicating Acute Otitis Media
74367|7383|Derleme|The physical thermoregulation of buffaloes
241192|3132|Olgu Sunumu|Coexistence of early onset sarcoidosis and partial interferon-?  receptor 1 deficiency
3563|10382|Derleme|Bilgi Çağında Öğretmen Yetiştirme (Bir Proje Taslağı)
165844|7020|Olgu Sunumu|Management of severe penile swelling associated with urethropexy in an English bulldog
230845|22713|Olgu Sunumu|Macro-TSH Can be a Rare Cause of Elevated Serum Thyroid Stimulating  Hormone Concentration: A Case Report
243134|23544|Olgu Sunumu|Ultrasound therapy in iliopsoas hematoma
155918|235|Olgu Sunumu|Explantation of an atrial septal occlud- er device in a patient with nickel hypersensitivity
204883|21989|Olgu Sunumu|Staged Surgical Treatment in an Infant with  Huge Aortopulmonary Window Presenting with  Severe Pulmonary Hypertension and Recurrent  Pulmonary Infection
165939|7022|Olgu Sunumu|Gallbladder mucocele in a dog: an ultrasonography and pathology report
204244|1825|Olgu Sunumu|Clinical Course and Management of Drug-Induced  Catatonia and Paranoid Behavior in an Adolescent
204245|1825|Olgu Sunumu|Suicide Attempt with High Dose Long Acting  Methylphenidate Ingestion: A Case Presentation
204246|1825|Olgu Sunumu|Neutropenia and Thrombocytopenia Induced By  Quetiapine Monotherapy: A Case Report and Review of  Literature
204247|1825|Olgu Sunumu|A Case of Chronic Schizophrenia Who were Switched  from Combined Treatment to Monotherapy and Achieved  a Decrease in Positive Symptoms after Lowering the
213266|7027|Olgu Sunumu|Cell-based therapy and rehabilitation with prosthetic limbs in a dog
213336|7031|Olgu Sunumu|Subarachnoid transplantation of autologous neurogenically induced bone marrow derived mesenchymal stem cells for the treatment of fibrocartilaginous embolic myelopathy in two dogs
213356|7032|Olgu Sunumu|The effect of DGAT1 polymorphism on milk production traits in dairycows depending on environmental temperature
213389|7034|Olgu Sunumu|Diagnostic and therapeutic approach to cardiac myxosarcoma in a dog
213410|7035|Olgu Sunumu|Effects of combining recombinant bovine growth hormone and anabolic implants on growth performance and dietary energetics of Holstein bull calves fed finishing diets
214657|6657|Derleme|A matter of regeneration and repair: caspases as the key molecules
214700|6658|Derleme|Evaluation of apoptotic cell death mechanisms induced by hypericin-mediated photodynamic therapy in colon cancer cells
214751|6660|Derleme|Epigenetic regulation of BRCA1 expression and its role in breast cancer stem cell development
214750|6660|Derleme|The heart of the matter: cardiac stem cells
214752|6660|Derleme|Glioblastoma stem cells: a therapeutic challenge
214753|6660|Derleme|Induced pluripotent stem cells: methods, disease modeling, and microenvironment for drug discovery and screening
214755|6660|Derleme|Epigenetics: the guardian of pluripotency and differentiation
214754|6660|Derleme|Cancer stem cells: lessons learned from the leukemic stem cells
214756|6660|Derleme|Pluripotent stem cells and their use in hearing loss
214757|6660|Derleme|Epigenetic regulation of specific transcription factors in osteogenic differentiation of mesenchymal stem cells
214759|6660|Derleme|Limbal stem cell deficiency: special focus on tracking limbal stem cells
214760|6660|Derleme|Myelin disorders and stem cells: as therapies and models
214761|6660|Derleme|Comparison of enzymatic and nonenzymatic isolation methods for endometrial stem cells
244754|7038|Olgu Sunumu|An investigation of antibacterial effects of steroids
244758|7038|Olgu Sunumu|Pathological studies and detection of different bovine papilloma virus types in buffalo  cutaneous warts
228592|22715|Olgu Sunumu|"The First Finding of Cirrhosis: Hepatic Hydrothorax Caused by Absence of
Ascites"
228595|22715|Derleme|Ethical Controversies in Forensic Psychiatry Recovered
247625|7141|Olgu Sunumu|The smallest spider of Uloboridae, a new species of  Conifaber  Opell, 1982 (Arachnida: Araneae) from Brazil
255989|7410|Olgu Sunumu|"Congestive cardiac failure as a presentation of
neonatal Graves in twin"
255990|7410|Olgu Sunumu|Two novel associations in a case with Walker  Warburg syndrome; Enophthalmia, interhemispheric  cyst and cerebral hematoma
2160|11156|Derleme|Mantıkta Kullanılan Lafızlar
22322|3284|Olgu Sunumu|Moyamoya hastalığında anestezi uygulaması (olgu sunumu)
40078|11025|Derleme|Dünyada Yeni Eşitsizlik Anlayışları
46958|10193|Derleme|AB'nin Irak Savaşı'ndaki Politikası
54371|1383|Olgu Sunumu|Leptospirozis komplikasyonuna bağlı Kawasaki 
54979|1678|Derleme|Üremeye yardımcı tekniklerde gonadotropin serbestleştirici hormon analogları
56879|1384|Olgu Sunumu|Akut distonik reaksiyon
58007|11953|Olgu Sunumu|L'Orient des Bijoux Indiscrets de Diderot
59601|4956|Derleme|Diabetik nefropati tedavisi ve güncel yaklaşım
62351|14526|Derleme|Acil bakım hemşiresi triyajın neresinde?
64282|185|Olgu Sunumu|Dev sinüs Valsalva anevrizması 
64410|4031|Olgu Sunumu|Tartışmalı olgu
71553|4033|Olgu Sunumu|Tartışmalı olgu
140189|17790|Derleme|"Kırım Tatar Ninnilerinde ""Vatan Kırım"" ve ""Gökbayrak"" kavramlarının işlenmesi"
157444|1811|Olgu Sunumu|Idiopathic thrombocytopenia side-effect of lithium in a patient with schizophrenia
162170|3790|Derleme|Almanac 2013: stable coronary artery disease
175568|19536|Olgu Sunumu|Management of atypical mandibular coronoid process elongation with bilateral intraoral coronoidotomy
186369|23919|Derleme|Male Breast Cancer
302650|41277|Derleme|نواندنى م ۆ رف ۆ س ی نتاكس یی  لھ  زمانى كورد یی د
2111|11790|Derleme|Kamu Örgütlerine Yönelik Yönetsel Bilgi ve Siyasa Aktarımı: Eleştirel Bir İnceleme
178|2729|Olgu Sunumu|Moyamoya hastalığında arka serebral arter tutulumu
186|2729|Olgu Sunumu|Safra kesesi karsinomunu taklit eden ksantogranülomatöz kolesistit
1636|10598|Derleme|İçimdeki Çocuğa Özlem
1637|10598|Derleme|Aynadan Yukarısı
1648|10596|Derleme|Türkiye'deki Avrupa Dilleri Dosyası [European Language Portfolio (ELP)] ve Yabancı Dil Olarak Türkçe: Avrupa Konseyi'nden Öğreticinin Yetkileri İçin Uygun Bir Araç Oluşturma
2777|10591|Derleme|Yabancı Dil ve Ana dil Öğreniminde Kritik Dönemler
3136|11789|Derleme|"Woodrow Wilson'un ""İdeal"" Dünya Tasarımının, Türkiye Cumhuriyetinin Kuruluş Felsefesine Etkileri"
3665|11950|Derleme|L'Esthesie, la Presence et L'Imperfection Dans L'Univers de Chateubriand
3675|11950|Derleme|Parça Yazı
39818|175|Olgu Sunumu|Supraannular mitral valve replacement in a child with congenital mitral stenosis 
39819|175|Olgu Sunumu|Middle aortic syndrome as a cause of dilated cardiomyopathy 
39851|176|Olgu Sunumu|Double orifice mitral valve and spontaneous echo contrast in the descending aorta 
39878|177|Olgu Sunumu|A case of ventricular septal aneurysm producing right ventricular outflow obstruction in an adult patient 
39881|177|Olgu Sunumu|Miyokard infarktüsü sonrası intrakoroner kök hücre implantasyonu-vaka bildirimi 
47053|11191|Derleme|One Arab-Jewish State: The Ottoman Experience and After
47546|5413|Derleme|Kara ceviz (Juglans nigra L.) plantasyon yönetimi
47890|3030|Olgu Sunumu|Heterotopic bone formation in upper midline abdominal incision
48214|6845|Derleme|Length-weight relationship of brown trout, Salmo trutta L., inhabiting Kan Stream, Çoruh Basin, North-Eastern Turkey
50752|1343|Olgu Sunumu|Can methotrexate induce tubal abortion?: A report of three cases 
50912|13633|Olgu Sunumu|‘Ecstasy’(MDMA)-induced pneumomediastinum and epidural pneumatosis
52241|2215|Derleme|Göz içi tümörlerinin tedavisindeki gelişmeler
52651|3033|Olgu Sunumu|A large odontogenic keratocyst containing a third molar tooth in the maxillary antrum
54292|1381|Olgu Sunumu|Barbeksaklon entoksikasyonu 
54289|1381|Olgu Sunumu|Fetal over kisti
54319|1382|Olgu Sunumu|Pankreas kanserlerinde rezektabilitenin belirlenmesi ve evreleme laparoskopinin yeri
54368|1383|Olgu Sunumu|Birincil ovaryan ektopik gebelik 
56422|11952|Olgu Sunumu|La Nouvelle Fantastique au XIX eSiécle: le Jeu de L'Ambiguté et du Non-dit
56472|11952|Olgu Sunumu|"Ezra Pound, Arthur Rimbaud ve ""Öteki Gelenek"""
56831|1384|Olgu Sunumu|Multipl pulmoner nodül ile seyreden akciğer tüberküloz olgusu
57680|14389|Olgu Sunumu|A case of coexistent adenocarcinoma of the stomach and T-cell lymphoma of the stomach and jejunum
57999|11953|Olgu Sunumu|Tanpınar'ın Şiirindeki Bergson ya da Bugünün Işığında Maziyi Görmek Keyfi
58045|11953|Olgu Sunumu|Wilfred Thesiger: Okurdan Kaçamayan Gezgin
58051|11953|Olgu Sunumu|Lamartine et Son Projet D'Exploitation Agricole en Turquie
58128|11953|Olgu Sunumu|Langue et Identite
59534|1154|Derleme|Yoğun bakım infeksiyonları
59743|26410|Derleme|Koroner arter hastalığı-1
60737|4030|Olgu Sunumu|Tratışmalı olgu
61833|13656|Olgu Sunumu|Glomus timpanikum: Olgu sunumu
61832|13656|Olgu Sunumu|Mamografide kitlenin eşlik etmediği yapısal distorsiyon alanında radyal skar-tübüler karsinom birlikteliği: Olgu sunumu
63492|2667|Derleme|Mekanik ventilasyon
63699|14678|Derleme|Stability of transport and rate processes
64169|13168|Derleme|Çoğul gebeliklerde doğum yöntemleri
66151|1385|Olgu Sunumu|Behçet hastalığında anestezi uygulaması 
68436|187|Olgu Sunumu|Echocardiographic diagnosis of total anomalous pulmonary venous connection of the infracardiac type
68445|3040|Derleme|Where do we go from here? : Internal medicine in the 21st century, medical professionalism and basic concepts in residency training
70338|1388|Olgu Sunumu|Skuamöz karsinom tanılı hastada balgamda ARB bakılmalı mıdır?
72378|190|Olgu Sunumu|Aortic aneurysm: a rare complication of ulcerative colitis
73248|4035|Olgu Sunumu|Tartışmalı olgu
75433|2226|Derleme|Endoftalmi ve tedavisinde gelişmeler
75450|4038|Olgu Sunumu|Tartşmalı olgu:
78463|192|Olgu Sunumu|Implantation of a cardioverter defibrillator on the side of a hemodialysis fistula to prevent loss of the alternative arterio-venous access
78474|192|Olgu Sunumu|Kardiyopulmoner baypas gerektirmeyen pulmoner kapak implantasyonu: Yeni bir yöntem
79276|4040|Olgu Sunumu|Tartışmalı olgu
80008|193|Olgu Sunumu|Incidentally diagnosed congenital left ventricular aneurysm: Report of two cases
80013|193|Olgu Sunumu|Surgical repair of supravalvular aortic stenosis in Williams syndrome 
85908|1394|Olgu Sunumu|Hepatobilier yetmezlikli-transplantasyon adayı neonatal olgular ve anestezi
84989|16196|Olgu Sunumu|Anaphylactic reaction to diphtheria tetanus vaccine in a young woman 
85795|196|Olgu Sunumu|Successful deployment of an atrial septal occluder device in a patient with an insufficient posterosuperior defect rim
87400|4042|Olgu Sunumu|Olgu sunumu
104625|6999|Olgu Sunumu|Isolation and characterization of Vibrio ( Listonella) anguillarum from catfish
105387|18197|Derleme|Primer aldosteroniz  
107928|1401|Olgu Sunumu|Baş boyun bölgesinde pilomatriksoma
109941|1402|Olgu Sunumu|Gianotti-crosti sendromu
